,word,frequency,rankdata,log_freq,log_rank
117,nonRussian,2,623.0,0.6931471805599453,6.434546518787453
118,communications,2,623.0,0.6931471805599453,6.434546518787453
119,system,6,1481.5,1.791759469228055,7.30081036701362
120,still,12,1563.0,2.4849066497880004,7.354362330421477
121,working,12,1563.0,2.4849066497880004,7.354362330421477
122,parts,6,1481.5,1.791759469228055,7.30081036701362
123,probability,2,623.0,0.6931471805599453,6.434546518787453
124,targeted,2,623.0,0.6931471805599453,6.434546518787453
125,high,12,1563.0,2.4849066497880004,7.354362330421477
126,Please,2,623.0,0.6931471805599453,6.434546518787453
127,use,8,1533.5,2.0794415416798357,7.335307983554306
128,cautionclass,2,623.0,0.6931471805599453,6.434546518787453
129,action,4,1344.0,1.3862943611198906,7.203405521083095
130,lawsuits,2,623.0,0.6931471805599453,6.434546518787453
131,actual,4,1344.0,1.3862943611198906,7.203405521083095
132,plaintiff,2,623.0,0.6931471805599453,6.434546518787453
133,always,2,623.0,0.6931471805599453,6.434546518787453
134,class,2,623.0,0.6931471805599453,6.434546518787453
135,law,2,623.0,0.6931471805599453,6.434546518787453
136,firm,2,623.0,0.6931471805599453,6.434546518787453
137,find,4,1344.0,1.3862943611198906,7.203405521083095
138,someone,4,1344.0,1.3862943611198906,7.203405521083095
139,willing,2,623.0,0.6931471805599453,6.434546518787453
140,serve,6,1481.5,1.791759469228055,7.30081036701362
141,puppet,4,1344.0,1.3862943611198906,7.203405521083095
142,represent,2,623.0,0.6931471805599453,6.434546518787453
143,classUpdating,2,623.0,0.6931471805599453,6.434546518787453
144,reduce,2,623.0,0.6931471805599453,6.434546518787453
145,peak,2,623.0,0.6931471805599453,6.434546518787453
146,power,2,623.0,0.6931471805599453,6.434546518787453
147,consumption,2,623.0,0.6931471805599453,6.434546518787453
148,powered,2,623.0,0.6931471805599453,6.434546518787453
149,car,18,1580.0,2.8903717578961645,7.365180126021013
150,cigarette,2,623.0,0.6931471805599453,6.434546518787453
151,lighter,2,623.0,0.6931471805599453,6.434546518787453
152,Mobile,2,623.0,0.6931471805599453,6.434546518787453
153,roaming,2,623.0,0.6931471805599453,6.434546518787453
154,enabled,2,623.0,0.6931471805599453,6.434546518787453
155,phased,4,1344.0,1.3862943611198906,7.203405521083095
156,array,4,1344.0,1.3862943611198906,7.203405521083095
157,maintain,2,623.0,0.6931471805599453,6.434546518787453
158,moving,6,1481.5,1.791759469228055,7.30081036701362
159,vehicleAmerican,2,623.0,0.6931471805599453,6.434546518787453
160,BroomstickYeah,2,623.0,0.6931471805599453,6.434546518787453
161,maybe,4,1344.0,1.3862943611198906,7.203405521083095
162,98old,2,623.0,0.6931471805599453,6.434546518787453
163,YouTube,2,623.0,0.6931471805599453,6.434546518787453
164,clip,2,623.0,0.6931471805599453,6.434546518787453
165,helps,2,623.0,0.6931471805599453,6.434546518787453
166,explain,2,623.0,0.6931471805599453,6.434546518787453
167,former,6,1481.5,1.791759469228055,7.30081036701362
168,UAW,4,1344.0,1.3862943611198906,7.203405521083095
169,members,2,623.0,0.6931471805599453,6.434546518787453
170,work,14,1572.5,2.6390573296152584,7.360421988574595
171,huge,4,1344.0,1.3862943611198906,7.203405521083095
172,fans,2,623.0,0.6931471805599453,6.434546518787453
173,UAWYesway,2,623.0,0.6931471805599453,6.434546518787453
174,factory,6,1481.5,1.791759469228055,7.30081036701362
175,worker,2,623.0,0.6931471805599453,6.434546518787453
176,compensation,2,623.0,0.6931471805599453,6.434546518787453
177,highest,2,623.0,0.6931471805599453,6.434546518787453
178,auto,6,1481.5,1.791759469228055,7.30081036701362
179,industryreal,2,623.0,0.6931471805599453,6.434546518787453
180,challenge,4,1344.0,1.3862943611198906,7.203405521083095
181,Bay,4,1344.0,1.3862943611198906,7.203405521083095
182,Area,4,1344.0,1.3862943611198906,7.203405521083095
183,negative,6,1481.5,1.791759469228055,7.30081036701362
184,unemployment,2,623.0,0.6931471805599453,6.434546518787453
185,dont,14,1572.5,2.6390573296152584,7.360421988574595
186,treat,2,623.0,0.6931471805599453,6.434546518787453
187,compensate,2,623.0,0.6931471805599453,6.434546518787453
188,awesome,2,623.0,0.6931471805599453,6.434546518787453
189,well,12,1563.0,2.4849066497880004,7.354362330421477
190,many,8,1533.5,2.0794415416798357,7.335307983554306
191,offers,2,623.0,0.6931471805599453,6.434546518787453
192,leave,2,623.0,0.6931471805599453,6.434546518787453
193,Id,2,623.0,0.6931471805599453,6.434546518787453
194,like,14,1572.5,2.6390573296152584,7.360421988574595
195,hereby,2,623.0,0.6931471805599453,6.434546518787453
196,invite,2,623.0,0.6931471805599453,6.434546518787453
197,hold,2,623.0,0.6931471805599453,6.434546518787453
198,union,2,623.0,0.6931471805599453,6.434546518787453
199,vote,4,1344.0,1.3862943611198906,7.203405521083095
200,convenience,2,623.0,0.6931471805599453,6.434546518787453
201,nothing,4,1344.0,1.3862943611198906,7.203405521083095
202,stopActually,2,623.0,0.6931471805599453,6.434546518787453
203,operate,2,623.0,0.6931471805599453,6.434546518787453
204,California,4,1344.0,1.3862943611198906,7.203405521083095
205,largest,2,623.0,0.6931471805599453,6.434546518787453
206,plant,2,623.0,0.6931471805599453,6.434546518787453
207,North,4,1344.0,1.3862943611198906,7.203405521083095
208,America,6,1481.5,1.791759469228055,7.30081036701362
209,full,2,623.0,0.6931471805599453,6.434546518787453
210,capacity,2,623.0,0.6931471805599453,6.434546518787453
211,considering,2,623.0,0.6931471805599453,6.434546518787453
212,expanding,2,623.0,0.6931471805599453,6.434546518787453
213,significantly,2,623.0,0.6931471805599453,6.434546518787453
214,built,4,1344.0,1.3862943611198906,7.203405521083095
215,23,6,1481.5,1.791759469228055,7.30081036701362
216,electric,4,1344.0,1.3862943611198906,7.203405521083095
217,vehicles,4,1344.0,1.3862943611198906,7.203405521083095
218,twice,2,623.0,0.6931471805599453,6.434546518787453
219,much,10,1552.5,2.302585092994046,7.347621813807634
220,carmakers,2,623.0,0.6931471805599453,6.434546518787453
221,combinedUkraine,2,623.0,0.6931471805599453,6.434546518787453
222,civilian,2,623.0,0.6931471805599453,6.434546518787453
223,Internet,2,623.0,0.6931471805599453,6.434546518787453
224,experiencing,2,623.0,0.6931471805599453,6.434546518787453
225,strange,2,623.0,0.6931471805599453,6.434546518787453
226,outages,2,623.0,0.6931471805599453,6.434546518787453
227,bad,6,1481.5,1.791759469228055,7.30081036701362
228,weather,2,623.0,0.6931471805599453,6.434546518787453
229,perhaps,2,623.0,0.6931471805599453,6.434546518787453
230,SpaceX,8,1533.5,2.0794415416798357,7.335307983554306
231,helping,2,623.0,0.6931471805599453,6.434546518787453
232,fixSolar,2,623.0,0.6931471805599453,6.434546518787453
233,area,8,1533.5,2.0794415416798357,7.335307983554306
234,higher,6,1481.5,1.791759469228055,7.30081036701362
235,obscuration,2,623.0,0.6931471805599453,6.434546518787453
236,works,2,623.0,0.6931471805599453,6.434546518787453
237,better,10,1552.5,2.302585092994046,7.347621813807634
238,one,20,1582.5,2.995732273553991,7.366761154018331
239,might,4,1344.0,1.3862943611198906,7.203405521083095
240,thinkSolar,2,623.0,0.6931471805599453,6.434546518787453
241,panels,2,623.0,0.6931471805599453,6.434546518787453
242,battery,4,1344.0,1.3862943611198906,7.203405521083095
243,pack,4,1344.0,1.3862943611198906,7.203405521083095
244,generator,2,623.0,0.6931471805599453,6.434546518787453
245,heat,4,1344.0,1.3862943611198906,7.203405521083095
246,signature,2,623.0,0.6931471805599453,6.434546518787453
247,smoke,2,623.0,0.6931471805599453,6.434546518787453
248,doesnt,6,1481.5,1.791759469228055,7.30081036701362
249,run,2,623.0,0.6931471805599453,6.434546518787453
250,fuelcouldve,2,623.0,0.6931471805599453,6.434546518787453
251,made,14,1572.5,2.6390573296152584,7.360421988574595
252,600,2,623.0,0.6931471805599453,6.434546518787453
253,mile,4,1344.0,1.3862943611198906,7.203405521083095
254,Model,10,1552.5,2.302585092994046,7.347621813807634
255,12,2,623.0,0.6931471805599453,6.434546518787453
256,months,4,1344.0,1.3862943611198906,7.203405521083095
257,ago,4,1344.0,1.3862943611198906,7.203405521083095
258,wouldve,2,623.0,0.6931471805599453,6.434546518787453
259,product,2,623.0,0.6931471805599453,6.434546518787453
260,worse,4,1344.0,1.3862943611198906,7.203405521083095
261,imo,4,1344.0,1.3862943611198906,7.203405521083095
262,999,2,623.0,0.6931471805599453,6.434546518787453
263,youd,2,623.0,0.6931471805599453,6.434546518787453
264,carrying,2,623.0,0.6931471805599453,6.434546518787453
265,unneeded,2,623.0,0.6931471805599453,6.434546518787453
266,mass,6,1481.5,1.791759469228055,7.30081036701362
267,makes,6,1481.5,1.791759469228055,7.30081036701362
268,acceleration,2,623.0,0.6931471805599453,6.434546518787453
269,handling,2,623.0,0.6931471805599453,6.434546518787453
270,efficiency,4,1344.0,1.3862943611198906,7.203405521083095
271,Even,2,623.0,0.6931471805599453,6.434546518787453
272,400,2,623.0,0.6931471805599453,6.434546518787453
273,range,2,623.0,0.6931471805599453,6.434546518787453
274,almost,6,1481.5,1.791759469228055,7.30081036701362
275,anyone,2,623.0,0.6931471805599453,6.434546518787453
276,usetweeting,2,623.0,0.6931471805599453,6.434546518787453
277,else,2,623.0,0.6931471805599453,6.434546518787453
278,snatched,2,623.0,0.6931471805599453,6.434546518787453
279,name,2,623.0,0.6931471805599453,6.434546518787453
280,actually,10,1552.5,2.302585092994046,7.347621813807634
281,earliest,2,623.0,0.6931471805599453,6.434546518787453
282,Twitter,2,623.0,0.6931471805599453,6.434546518787453
283,users,4,1344.0,1.3862943611198906,7.203405521083095
284,dropped,2,623.0,0.6931471805599453,6.434546518787453
285,account,2,623.0,0.6931471805599453,6.434546518787453
286,tweeting,2,623.0,0.6931471805599453,6.434546518787453
287,trivialities,2,623.0,0.6931471805599453,6.434546518787453
288,first,6,1481.5,1.791759469228055,7.30081036701362
289,convinced,4,1344.0,1.3862943611198906,7.203405521083095
290,get,8,1533.5,2.0794415416798357,7.335307983554306
291,backprobability,2,623.0,0.6931471805599453,6.434546518787453
292,dying,2,623.0,0.6931471805599453,6.434546518787453
293,20082009,2,623.0,0.6931471805599453,6.434546518787453
294,closed,2,623.0,0.6931471805599453,6.434546518787453
295,financing,2,623.0,0.6931471805599453,6.434546518787453
296,round,2,623.0,0.6931471805599453,6.434546518787453
297,6pm,2,623.0,0.6931471805599453,6.434546518787453
298,Dec,4,1344.0,1.3862943611198906,7.203405521083095
299,24th,2,623.0,0.6931471805599453,6.434546518787453
300,last,8,1533.5,2.0794415416798357,7.335307983554306
301,hour,4,1344.0,1.3862943611198906,7.203405521083095
302,otherwise,4,1344.0,1.3862943611198906,7.203405521083095
303,bounce,2,623.0,0.6931471805599453,6.434546518787453
304,payrollSelfdriving,2,623.0,0.6931471805599453,6.434546518787453
305,cars,14,1572.5,2.6390573296152584,7.360421988574595
306,useful,2,623.0,0.6931471805599453,6.434546518787453
307,humanoid,2,623.0,0.6931471805599453,6.434546518787453
308,robots,4,1344.0,1.3862943611198906,7.203405521083095
309,require,4,1344.0,1.3862943611198906,7.203405521083095
310,sophisticated,2,623.0,0.6931471805599453,6.434546518787453
311,understanding,4,1344.0,1.3862943611198906,7.203405521083095
312,reality,2,623.0,0.6931471805599453,6.434546518787453
313,increasingly,2,623.0,0.6931471805599453,6.434546518787453
314,path,4,1344.0,1.3862943611198906,7.203405521083095
315,solving,2,623.0,0.6931471805599453,6.434546518787453
316,AGI,6,1481.5,1.791759469228055,7.30081036701362
317,solved,2,623.0,0.6931471805599453,6.434546518787453
318,know,8,1533.5,2.0794415416798357,7.335307983554306
319,humanity,4,1344.0,1.3862943611198906,7.203405521083095
320,rapidly,4,1344.0,1.3862943611198906,7.203405521083095
321,direction,2,623.0,0.6931471805599453,6.434546518787453
322,whether,2,623.0,0.6931471805599453,6.434546518787453
323,likePretty,2,623.0,0.6931471805599453,6.434546518787453
324,good,16,1577.5,2.772588722239781,7.363596594415368
325,summary,2,623.0,0.6931471805599453,6.434546518787453
326,although,2,623.0,0.6931471805599453,6.434546518787453
327,national,4,1344.0,1.3862943611198906,7.203405521083095
328,pride,2,623.0,0.6931471805599453,6.434546518787453
329,underweighted,2,623.0,0.6931471805599453,6.434546518787453
330,relative,2,623.0,0.6931471805599453,6.434546518787453
331,economics,2,623.0,0.6931471805599453,6.434546518787453
332,Latter,2,623.0,0.6931471805599453,6.434546518787453
333,serves,4,1344.0,1.3862943611198906,7.203405521083095
334,around,6,1481.5,1.791759469228055,7.30081036701362
335,foundational,2,623.0,0.6931471805599453,6.434546518787453
336,issue,2,623.0,0.6931471805599453,6.434546518787453
337,video,2,623.0,0.6931471805599453,6.434546518787453
338,ignore,2,623.0,0.6931471805599453,6.434546518787453
339,low,2,623.0,0.6931471805599453,6.434546518787453
340,birth,8,1533.5,2.0794415416798357,7.335307983554306
341,rate,10,1552.5,2.302585092994046,7.347621813807634
342,land,2,623.0,0.6931471805599453,6.434546518787453
343,peopleSaints,2,623.0,0.6931471805599453,6.434546518787453
344,Row,2,623.0,0.6931471805599453,6.434546518787453
345,IV,2,623.0,0.6931471805599453,6.434546518787453
346,sickkkSaints,2,623.0,0.6931471805599453,6.434546518787453
347,RowWell,2,623.0,0.6931471805599453,6.434546518787453
348,multiple,2,623.0,0.6931471805599453,6.434546518787453
349,personality,2,623.0,0.6931471805599453,6.434546518787453
350,disorder,2,623.0,0.6931471805599453,6.434546518787453
351,theyre,4,1344.0,1.3862943611198906,7.203405521083095
352,technically,2,623.0,0.6931471805599453,6.434546518787453
353,headInvestigatingTesla,2,623.0,0.6931471805599453,6.434546518787453
354,created,4,1344.0,1.3862943611198906,7.203405521083095
355,50000,2,623.0,0.6931471805599453,6.434546518787453
356,US,4,1344.0,1.3862943611198906,7.203405521083095
357,jobs,2,623.0,0.6931471805599453,6.434546518787453
358,building,4,1344.0,1.3862943611198906,7.203405521083095
359,investing,2,623.0,0.6931471805599453,6.434546518787453
360,double,2,623.0,0.6931471805599453,6.434546518787453
361,GM,2,623.0,0.6931471805599453,6.434546518787453
362,Ford,2,623.0,0.6931471805599453,6.434546518787453
363,combined,2,623.0,0.6931471805599453,6.434546518787453
364,fyi,2,623.0,0.6931471805599453,6.434546518787453
365,person,4,1344.0,1.3862943611198906,7.203405521083095
366,controlling,2,623.0,0.6931471805599453,6.434546518787453
367,twitterprimary,2,623.0,0.6931471805599453,6.434546518787453
368,affordability,2,623.0,0.6931471805599453,6.434546518787453
369,Creating,2,623.0,0.6931471805599453,6.434546518787453
370,expensive,2,623.0,0.6931471805599453,6.434546518787453
371,truck,2,623.0,0.6931471805599453,6.434546518787453
372,relatively,2,623.0,0.6931471805599453,6.434546518787453
373,easy,2,623.0,0.6931471805599453,6.434546518787453
374,extremely,6,1481.5,1.791759469228055,7.30081036701362
375,hard,12,1563.0,2.4849066497880004,7.354362330421477
376,despite,2,623.0,0.6931471805599453,6.434546518787453
377,greater,4,1344.0,1.3862943611198906,7.203405521083095
378,economies,2,623.0,0.6931471805599453,6.434546518787453
379,scale,2,623.0,0.6931471805599453,6.434546518787453
380,technology,6,1481.5,1.791759469228055,7.30081036701362
381,damn,2,623.0,0.6931471805599453,6.434546518787453
382,impossible,2,623.0,0.6931471805599453,6.434546518787453
383,othersplays,2,623.0,0.6931471805599453,6.434546518787453
384,golf,2,623.0,0.6931471805599453,6.434546518787453
385,lotSaudi,2,623.0,0.6931471805599453,6.434546518787453
386,Arabia,2,623.0,0.6931471805599453,6.434546518787453
387,owns,2,623.0,0.6931471805599453,6.434546518787453
388,Lucid,2,623.0,0.6931471805599453,6.434546518787453
389,inevitablenegative,2,623.0,0.6931471805599453,6.434546518787453
390,gross,2,623.0,0.6931471805599453,6.434546518787453
391,margin,2,623.0,0.6931471805599453,6.434546518787453
392,staggeringComing,2,623.0,0.6931471805599453,6.434546518787453
393,soon,2,623.0,0.6931471805599453,6.434546518787453
394,want,4,1344.0,1.3862943611198906,7.203405521083095
395,loud,2,623.0,0.6931471805599453,6.434546518787453
396,farting,2,623.0,0.6931471805599453,6.434546518787453
397,sound,2,623.0,0.6931471805599453,6.434546518787453
398,external,2,623.0,0.6931471805599453,6.434546518787453
399,speaker,2,623.0,0.6931471805599453,6.434546518787453
400,Fart,2,623.0,0.6931471805599453,6.434546518787453
401,general,6,1481.5,1.791759469228055,7.30081036701362
402,directioncars,2,623.0,0.6931471805599453,6.434546518787453
403,since,6,1481.5,1.791759469228055,7.30081036701362
404,November,2,623.0,0.6931471805599453,6.434546518787453
405,also,8,1533.5,2.0794415416798357,7.335307983554306
406,push,2,623.0,0.6931471805599453,6.434546518787453
407,center,2,623.0,0.6931471805599453,6.434546518787453
408,horn,4,1344.0,1.3862943611198906,7.203405521083095
409,waiting,2,623.0,0.6931471805599453,6.434546518787453
410,firmware,2,623.0,0.6931471805599453,6.434546518787453
411,mash,2,623.0,0.6931471805599453,6.434546518787453
412,right,12,1563.0,2.4849066497880004,7.354362330421477
413,side,4,1344.0,1.3862943611198906,7.203405521083095
414,yoke,2,623.0,0.6931471805599453,6.434546518787453
415,palm,2,623.0,0.6931471805599453,6.434546518787453
416,triggerwar,2,623.0,0.6931471805599453,6.434546518787453
417,level,2,623.0,0.6931471805599453,6.434546518787453
418,opponent,2,623.0,0.6931471805599453,6.434546518787453
419,tactics,2,623.0,0.6931471805599453,6.434546518787453
420,matter,2,623.0,0.6931471805599453,6.434546518787453
421,sourcenotfoundSwipe,2,623.0,0.6931471805599453,6.434546518787453
422,navigate,4,1344.0,1.3862943611198906,7.203405521083095
423,button,2,623.0,0.6931471805599453,6.434546518787453
424,homeDepends,2,623.0,0.6931471805599453,6.434546518787453
425,issues,8,1533.5,2.0794415416798357,7.335307983554306
426,unique,2,623.0,0.6931471805599453,6.434546518787453
427,Canada,8,1533.5,2.0794415416798357,7.335307983554306
428,things,6,1481.5,1.791759469228055,7.30081036701362
429,looking,2,623.0,0.6931471805599453,6.434546518787453
430,lower,4,1344.0,1.3862943611198906,7.203405521083095
431,safety,4,1344.0,1.3862943611198906,7.203405521083095
432,score,2,623.0,0.6931471805599453,6.434546518787453
433,thresholdwelcomeStarlink,2,623.0,0.6931471805599453,6.434546518787453
434,service,2,623.0,0.6931471805599453,6.434546518787453
435,active,4,1344.0,1.3862943611198906,7.203405521083095
436,en,2,623.0,0.6931471805599453,6.434546518787453
437,routeGood,2,623.0,0.6931471805599453,6.434546518787453
438,threadYesWould,2,623.0,0.6931471805599453,6.434546518787453
439,move,4,1344.0,1.3862943611198906,7.203405521083095
440,Needs,2,623.0,0.6931471805599453,6.434546518787453
441,include,2,623.0,0.6931471805599453,6.434546518787453
442,put,4,1344.0,1.3862943611198906,7.203405521083095
443,options,2,623.0,0.6931471805599453,6.434546518787453
444,synthetic,2,623.0,0.6931471805599453,6.434546518787453
445,shortsSuccessful,2,623.0,0.6931471805599453,6.434546518787453
446,deployWeve,2,623.0,0.6931471805599453,6.434546518787453
447,60,4,1344.0,1.3862943611198906,7.203405521083095
448,testing,4,1344.0,1.3862943611198906,7.203405521083095
449,internally,2,623.0,0.6931471805599453,6.434546518787453
450,Hoping,2,623.0,0.6931471805599453,6.434546518787453
451,go,6,1481.5,1.791759469228055,7.30081036701362
452,wider,2,623.0,0.6931471805599453,6.434546518787453
453,weekendStarlink,2,623.0,0.6931471805599453,6.434546518787453
454,little,2,623.0,0.6931471805599453,6.434546518787453
455,patchy,2,623.0,0.6931471805599453,6.434546518787453
456,Tonga,6,1481.5,1.791759469228055,7.30081036701362
457,improve,2,623.0,0.6931471805599453,6.434546518787453
458,dramatically,4,1344.0,1.3862943611198906,7.203405521083095
459,laser,4,1344.0,1.3862943611198906,7.203405521083095
460,intersatellite,2,623.0,0.6931471805599453,6.434546518787453
461,links,6,1481.5,1.791759469228055,7.30081036701362
462,activateYesLIDAR,2,623.0,0.6931471805599453,6.434546518787453
463,seductive,2,623.0,0.6931471805599453,6.434546518787453
464,local,2,623.0,0.6931471805599453,6.434546518787453
465,maximum,2,623.0,0.6931471805599453,6.434546518787453
466,designed,6,1481.5,1.791759469228055,7.30081036701362
467,dock,2,623.0,0.6931471805599453,6.434546518787453
468,ISS,2,623.0,0.6931471805599453,6.434546518787453
469,However,2,623.0,0.6931471805599453,6.434546518787453
470,road,6,1481.5,1.791759469228055,7.30081036701362
471,biological,2,623.0,0.6931471805599453,6.434546518787453
472,neural,6,1481.5,1.791759469228055,7.30081036701362
473,nets,6,1481.5,1.791759469228055,7.30081036701362
474,eyes,4,1344.0,1.3862943611198906,7.203405521083095
475,solution,4,1344.0,1.3862943611198906,7.203405521083095
476,selfdriving,4,1344.0,1.3862943611198906,7.203405521083095
477,necessarily,2,623.0,0.6931471805599453,6.434546518787453
478,silicon,2,623.0,0.6931471805599453,6.434546518787453
479,cameras,4,1344.0,1.3862943611198906,7.203405521083095
480,Realworld,2,623.0,0.6931471805599453,6.434546518787453
481,AIProtagonists,2,623.0,0.6931471805599453,6.434546518787453
